source_db_id,n_workchains,n_finished,n_finished_ok,n_finished_with_energy,max_submitted_kindex,medium_kindex,well_kindex,ultra_kindex,ultra_converged,max_finished_kindex,ultra_k_mesh,ultra_energy_per_atom,ultra_oscillation_meV_per_atom,ultra_pk
100115,23,23,23,23,22,11.0,14.0,19.0,True,22.0,"[13, 13, 8]",-3956.80640810325,0.6336082501547935,1916.0
1001468,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[2, 2, 2]",-710.4582761250625,0.5639635625129813,1984.0
100172,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-1136.8766905067857,0.48467753572367656,2042.0
100492,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-817.7365907952973,0.4617436757143878,2087.0
100560,14,14,14,14,13,10.0,10.0,11.0,True,13.0,"[8, 8, 5]",-2596.4230662231666,0.69230183316904,2210.0
100738,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-560.3094680199499,0.9188706001168612,2255.0
1008090,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 1, 1]",-331.5453603065417,0.04334193749855331,2293.0
1008164,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-1026.488522149577,0.343669423045867,2348.0
100839,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[4, 4, 4]",-1960.4270286353214,0.2764085359103774,2403.0
10098,12,12,12,12,11,4.0,5.0,9.0,True,11.0,"[2, 7, 3]",-810.3211207641591,0.9420514318208006,2509.0
1010004,12,12,12,12,11,4.0,7.0,8.0,True,11.0,"[5, 3, 3]",-1160.31026121125,0.7582391001506039,2605.0
1010314,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-1086.0668974638181,0.3156277880407288,2647.0
1010512,6,6,6,6,5,0.0,0.0,1.0,True,5.0,"[2, 2, 2]",-605.2799785776999,0.03007850000358303,2682.0
1010611,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[2, 2, 2]",-508.5377814692083,0.027250083348917542,2727.0
1010622,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-822.087202668,0.5742508333241858,2768.0
1010946,6,6,5,5,5,3.0,3.0,3.0,True,5.0,"[4, 4, 4]",-2095.7060894065717,0.8732356432119559,2820.0
1011019,10,10,10,10,9,2.0,2.0,4.0,True,9.0,"[4, 4, 2]",-561.7575439394428,0.1843266571768254,2882.0
1011144,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[3, 2, 2]",-1006.513291310875,0.10188699991431349,2971.0
1011202,7,7,7,7,6,2.0,3.0,4.0,True,6.0,"[2, 2, 3]",-655.2543722833572,0.1686562143277115,3033.0
102038,7,7,7,7,6,1.0,2.0,4.0,True,6.0,"[5, 5, 5]",-4664.3807171533335,0.43256583285256056,3143.0
10338,18,18,18,18,17,9.0,11.0,15.0,True,17.0,"[8, 8, 9]",-1591.0599379775,0.7300054166989867,3294.0
10416,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 3]",-1122.33199248975,0.16591354983575002,3346.0
1045,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-607.7574129512143,0.6632289463368579,3371.0
104858,19,19,19,19,18,7.0,12.0,16.0,True,18.0,"[12, 12, 6]",-2099.0277140095,0.905573625004763,1933994.0
105156,7,7,7,7,6,3.0,4.0,4.0,True,6.0,"[3, 3, 3]",-1577.0925105051563,0.917976281243682,3567.0
105179,7,7,7,7,6,2.0,3.0,4.0,True,6.0,"[5, 5, 5]",-2171.815622692375,0.6170226247377286,3626.0
106238,11,11,9,9,10,4.0,4.0,6.0,True,9.0,"[7, 7, 7]",-5497.613038410217,0.4629045652109198,3749.0
106269,15,15,15,15,14,8.0,10.0,11.0,True,14.0,"[8, 8, 5]",-2335.3545208046667,0.4626621666830033,3948.0
106270,14,14,14,14,13,8.0,10.0,11.0,True,13.0,"[8, 8, 5]",-2415.702903271,0.25228066624549683,4123.0
106292,15,15,15,15,14,5.0,10.0,11.0,True,14.0,"[7, 7, 6]",-2471.1862533005,0.8427541665696481,4362.0
106703,7,7,7,7,6,1.0,2.0,4.0,True,6.0,"[4, 4, 2]",-1376.72372839025,0.15009518756414764,4454.0
106704,8,8,8,8,7,1.0,3.0,5.0,True,7.0,"[4, 4, 3]",-1473.2303558525625,0.7845766249374719,4545.0
106753,11,11,11,11,10,7.0,7.0,8.0,True,10.0,"[4, 4, 6]",-1709.6785871342222,0.15500155564041052,4674.0
107137,8,8,7,7,7,4.0,4.0,5.0,True,7.0,"[6, 6, 1]",-2992.9314305932917,0.6237413335838937,4809.0
107157,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[6, 6, 1]",-2993.148527276875,0.7628827083863143,5064.0
107183,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[6, 6, 1]",-2993.1488454407145,0.764238035571907,5169.0
107204,10,10,10,10,9,6.0,6.0,7.0,True,9.0,"[7, 7, 2]",-139.54008711839998,0.8316636400138577,5271.0
107445,13,13,13,13,12,7.0,8.0,10.0,True,12.0,"[5, 3, 5]",-1847.542835196,0.7895381249909406,5402.0
107446,11,11,11,11,10,5.0,5.0,8.0,True,10.0,"[4, 2, 5]",-1810.0938919505625,0.5560199999763427,5514.0
107447,20,20,20,20,19,7.0,11.0,16.0,True,19.0,"[7, 4, 8]",-1733.68601739025,0.551125812535247,5706.0
107490,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-244.2163936246,0.7808342333248675,5748.0
107497,7,7,7,7,6,1.0,4.0,4.0,True,6.0,"[3, 2, 2]",-200.61267494601788,0.26499109287669853,5822.0
107587,12,12,12,12,11,3.0,3.0,9.0,True,11.0,"[9, 9, 2]",-2114.32131587925,0.6189017499309557,5943.0
107666,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[1, 1, 2]",-204.38813620038957,0.9572323521069848,5985.0
107679,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[2, 2, 2]",-770.3020312254666,0.5588943665770785,6046.0
107850,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[4, 4, 4]",-400.38443644086954,0.5905146086888635,6109.0
107932,14,14,14,14,13,9.0,9.0,11.0,True,13.0,"[8, 8, 5]",-2412.487403018333,0.9779954998521134,1934060.0
108741,9,9,9,9,8,3.0,3.0,5.0,True,8.0,"[3, 3, 4]",-1357.470839145,0.9425707812624751,6307.0
108767,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 3]",-1951.585845139125,0.4350870312919142,6369.0
108770,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[4, 4, 4]",-2452.2916116667334,0.4703793329099426,6432.0
108816,8,8,8,8,7,3.0,4.0,5.0,True,7.0,"[2, 1, 5]",-1012.965252300025,0.30712850002601044,6514.0
108838,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 1]",-451.8478428529272,0.734757504631034,6569.0
108849,11,11,11,11,10,5.0,5.0,8.0,True,10.0,"[2, 2, 7]",-1277.5718444543463,0.5033308464135189,6683.0
108870,10,10,10,10,9,3.0,4.0,7.0,True,9.0,"[3, 3, 6]",-1935.3559314555937,0.30871875014781835,6786.0
108919,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[6, 6, 1]",-1824.7060061093334,0.34220908310089726,6885.0
108965,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[5, 5, 5]",-1379.9873239543635,0.13217586388236668,6962.0
108983,7,7,7,7,6,3.0,4.0,4.0,True,6.0,"[3, 3, 3]",-634.6118166395856,0.2761958072596826,7033.0
108988,13,13,13,13,12,5.0,5.0,10.0,True,12.0,"[6, 2, 5]",-1135.7778360790417,0.7852478333916224,7172.0
108999,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 2]",-1611.2214380283165,0.023493283606512705,7216.0
109016,13,13,13,13,12,6.0,6.0,10.0,True,12.0,"[7, 7, 5]",-735.7039585398,0.2877698499332837,7351.0
109023,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-635.08041951515,0.7629309999401812,7395.0
109049,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-416.53342797175,0.17950934369537208,7444.0
109078,8,8,8,8,7,2.0,2.0,5.0,True,7.0,"[6, 6, 6]",-1113.1484563476001,0.2204525501383614,7525.0
109087,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[2, 2, 4]",-576.418543152125,0.07160962502439361,9571.0
109167,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[3, 2, 1]",-1146.697988732125,0.5144824376657198,9632.0
109275,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-589.547914903775,0.5604065750048903,9663.0
109280,15,15,15,15,14,7.0,8.0,11.0,True,14.0,"[6, 4, 4]",-2762.62589851775,0.9758741252881009,9804.0
109289,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[4, 4, 4]",-2284.038045894793,0.09537493087918847,9875.0
109365,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-839.633897937875,0.8110014375688479,9926.0
109471,11,11,11,11,10,5.0,8.0,8.0,True,10.0,"[6, 2, 3]",-626.6920479468637,0.6870079999998779,10041.0
109514,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-390.7754623978621,0.03356325868253407,10096.0
109600,10,10,10,10,9,3.0,4.0,7.0,True,9.0,"[5, 3, 2]",-1318.528916602125,0.059692624972740305,10197.0
109604,7,7,7,7,6,1.0,1.0,4.0,True,6.0,"[2, 2, 3]",-247.86054753551429,0.11640148215974477,10268.0
109620,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-257.11018577354724,0.03464808054332025,10309.0
109634,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 1]",-796.055314122875,0.03166803583098954,10367.0
109663,4,4,4,4,3,0.0,0.0,0.0,True,3.0,"[1, 1, 1]",-305.3834168719375,0.16285985003605674,10403.0
109706,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-901.7701515,0.6695545333741393,10451.0
109713,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-352.7467900096552,0.08791944827635234,10505.0
109765,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 1]",-364.7206959044844,0.14497743751462622,10547.0
109767,12,12,12,12,11,4.0,4.0,9.0,True,11.0,"[4, 4, 7]",-411.84988539915383,0.5485587692533045,10675.0
109792,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-552.7351279891471,0.7917841471680731,10729.0
109819,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[1, 2, 2]",-384.19147139676926,0.148071423041074,10789.0
109824,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 2, 1]",-747.2476630625313,0.14329949999591918,10853.0
109890,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-740.1882366364231,0.6300138846881964,10906.0
109935,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 1, 1]",-402.590342755215,0.8150131050115306,10974.0
109940,6,6,6,6,5,0.0,0.0,1.0,True,5.0,"[2, 1, 1]",-660.0019317386607,0.47322053569587297,11025.0
109945,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-796.5002215569999,0.8799709091817931,11065.0
109956,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 2, 1]",-402.0445751162174,0.018983913037118327,11116.0
109965,11,11,11,11,10,4.0,7.0,8.0,True,10.0,"[5, 3, 3]",-811.779399574,0.00046038883283472387,11244.0
109996,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 1]",-428.10488753425,0.41425028331332214,11304.0
110011,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 3, 1]",-447.7060250424412,0.2015064412148604,11378.0
110013,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-329.08946360365996,0.515852740079481,11437.0
110024,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-254.4845049590441,0.006352055891056807,11490.0
110067,12,12,12,12,11,3.0,3.0,7.0,True,11.0,"[4, 4, 5]",-757.8212992933334,0.44499261116470734,11612.0
110096,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-261.3169442334107,0.10911937499713531,11650.0
110104,6,6,6,6,5,0.0,0.0,1.0,True,5.0,"[2, 2, 2]",-571.0128181115999,0.43960921334473824,13407.0
110229,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 1]",-218.98580452003657,0.10455046100332765,13468.0
110259,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-412.97332513599997,0.2388086764426589,13512.0
110260,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 1, 2]",-241.64801006040997,0.9836506099816233,13570.0
110267,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[1, 2, 2]",-114.00177216458906,0.11746803281198481,13620.0
110285,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 1, 1]",-166.48749937872896,0.7057573762949687,13662.0
110302,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-285.2686170138611,0.2053836666391362,13713.0
110325,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-577.4703250229844,0.49738828124645806,13747.0
110357,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-441.7232099423461,0.9111869615594514,13797.0
110389,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 3]",-1767.4088791716922,0.31237407688422536,13856.0
110400,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[1, 2, 1]",-170.10257792545312,0.18477357812685113,13897.0
110403,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 1, 1]",-130.23944215703037,0.22021262498128635,13938.0
110467,7,7,7,7,6,1.0,1.0,2.0,True,6.0,"[2, 2, 2]",-892.2680220049544,0.2967100909927467,13989.0
110471,6,6,6,6,5,1.0,2.0,3.0,True,5.0,"[2, 2, 2]",-476.5432566689375,0.28200815626178155,14070.0
110509,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[1, 2, 1]",-143.33688039289999,0.2463910710446271,14113.0
110528,5,5,5,5,4,0.0,2.0,2.0,True,4.0,"[2, 2, 1]",-124.58378095670356,0.6475135928667441,14165.0
110538,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 1, 1]",-128.1315690150732,0.1542251071384726,14206.0
110565,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[3, 2, 1]",-141.482319626105,0.012707460001593063,14268.0
110600,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[1, 1, 2]",-456.25292131505,0.20015728330236016,14312.0
110617,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-406.67877806049995,0.25348025934590623,14353.0
110649,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-363.652042082119,0.16586214292146906,14404.0
110658,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-332.5387069646,0.22370778123104174,14469.0
110664,7,7,7,7,6,4.0,4.0,4.0,True,6.0,"[3, 2, 2]",-153.92013197026,0.026894510000374794,14559.0
110666,6,6,6,6,5,2.0,2.0,2.0,True,5.0,"[1, 2, 2]",-444.9613115025625,0.9919835625282758,14619.0
110673,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 1, 2]",-226.81621289934782,0.053665847815409506,14677.0
110715,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 3]",-473.78290722108824,0.5256247293914384,14731.0
110729,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 1, 2]",-174.045363365762,0.2979893340295803,14789.0
110736,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 2]",-483.6010792452593,0.08632957406007336,14834.0
110738,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-252.9948552478889,0.4042665925965139,14871.0
110752,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[1, 1, 2]",-341.23237103783333,0.4199887222284815,14913.0
1120,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[2, 2, 5]",-2592.5274581568665,0.3618198334152112,15008.0
14136,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 1]",-1108.718515499875,0.17534250014250574,15053.0
14194,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-1159.3778466530832,0.324786750070416,15121.0
14217,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[3, 2, 1]",-938.841971198875,0.2555020626004989,15186.0
1436,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 1]",-479.10281231321426,0.8661630357664762,15240.0
14368,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-826.9775933415,0.7074491818457318,15278.0
150169,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 3]",-1939.8718617788527,0.22858214674670307,15340.0
150185,10,10,10,10,9,3.0,4.0,7.0,True,9.0,"[6, 6, 3]",-5450.139129362941,0.2681082351045916,15447.0
150212,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[4, 4, 4]",-529.811544063375,0.6079780624759223,15511.0
150275,17,17,16,16,16,2.0,10.0,14.0,True,16.0,"[9, 9, 7]",-1983.5185058824584,0.6156188749173452,15701.0
150276,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[3, 3, 2]",-2754.0505795093754,0.2297270420967834,15764.0
1503026,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 1]",-256.6218622776786,0.37866917142537204,15812.0
1504619,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-367.14219182069445,0.08231552777715478,15857.0
150474,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 1]",-575.7543990330357,0.04185366071851604,15910.0
150492,11,11,11,11,10,5.0,5.0,8.0,True,10.0,"[6, 6, 4]",-4448.0134476187495,0.9151424992523971,16026.0
150540,8,8,8,8,7,2.0,2.0,5.0,True,7.0,"[6, 6, 6]",-464.07986439297827,0.1721888042993669,16112.0
150561,9,9,9,9,8,4.0,4.0,5.0,True,8.0,"[4, 4, 3]",-2641.4403937875,0.344126999607397,16202.0
150582,15,15,15,15,14,6.0,7.0,10.0,True,14.0,"[9, 9, 3]",-5026.02545112875,0.7813387501300895,16342.0
150629,20,20,20,20,19,11.0,12.0,15.0,True,19.0,"[6, 4, 8]",-3088.2000856815,0.536015332727402,16557.0
150647,12,12,12,12,11,5.0,6.0,9.0,True,11.0,"[10, 10, 10]",-809.6707329194445,0.726647963006144,1934126.0
150861,6,6,6,6,5,2.0,2.0,2.0,True,5.0,"[3, 3, 3]",-2390.776180182929,0.6992875355535944,16727.0
1509219,13,13,13,13,12,5.0,8.0,10.0,True,12.0,"[7, 7, 5]",-2403.1851337061667,0.10046766647064942,16881.0
1509224,8,8,8,8,7,5.0,5.0,5.0,True,7.0,"[4, 4, 3]",-2483.5454678076667,0.2088883334181446,16967.0
150985,5,5,5,5,4,0.0,2.0,2.0,True,4.0,"[2, 1, 2]",-115.037188617225,0.41938466499402693,17017.0
151036,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 1, 1]",-257.7091879682,0.4396125749508428,17186.0
151146,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[2, 2, 2]",-247.692517141905,0.1343030250211541,17251.0
1511559,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[4, 4, 4]",-2650.000308159125,0.7819807083251362,17314.0
151225,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 2, 1]",-269.98470996463334,0.027214583326440334,17365.0
151227,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 2, 1]",-379.91787660258336,0.6428910207887384,17409.0
151232,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[1, 2, 2]",-219.2804421157125,0.14794394374462172,17460.0
151234,3,3,3,3,2,0.0,0.0,0.0,True,2.0,"[1, 1, 1]",-315.44829619176664,0.33318706664431375,17495.0
151246,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 1]",-436.02833266478575,0.33474485712758906,17543.0
151247,6,6,6,6,5,0.0,3.0,3.0,True,5.0,"[2, 2, 2]",-412.30901577807145,0.06852874997775871,17604.0
151248,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[1, 2, 2]",-218.41586940988,0.18146779999028695,17661.0
1512497,25,25,25,25,24,11.0,15.0,22.0,True,24.0,"[19, 19, 5]",-163.402778243265,0.16791931250281777,17951.0
151259,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[1, 2, 2]",-353.3462929593,0.8698074999529126,18000.0
151284,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 1, 1]",-144.40539023160557,0.4528023861212205,18042.0
151294,7,7,7,7,6,1.0,3.0,3.0,True,6.0,"[3, 3, 2]",-378.91351640586,0.10723844997073684,18103.0
151295,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-545.5167497077,0.4009003999954075,18178.0
151313,5,5,5,5,4,0.0,2.0,2.0,True,4.0,"[2, 1, 2]",-451.64764376491667,0.022171500006606948,18232.0
151330,6,6,6,6,5,0.0,0.0,3.0,True,5.0,"[2, 2, 2]",-315.4403688837,0.000336816640356119,18295.0
151335,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[2, 1, 1]",-324.60723387688887,0.8306317222377402,18336.0
151343,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-160.7584534930625,0.010584424984472207,18377.0
151369,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-544.2740325521212,0.8797959394541977,18428.0
151383,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 2, 2]",-470.46067578101923,0.14591117309237234,18482.0
151529,9,9,9,9,8,5.0,5.0,6.0,True,8.0,"[6, 6, 2]",-932.4139261687727,0.6670896364084911,18577.0
151845,8,8,8,8,7,2.0,2.0,3.0,True,7.0,"[4, 4, 4]",-2636.388858908667,0.6360902916640043,18640.0
1519048,7,7,7,7,6,1.0,2.0,2.0,True,6.0,"[2, 2, 1]",-1069.4765466605356,0.8807871070075635,18791.0
1519106,12,12,12,12,11,5.0,5.0,9.0,True,11.0,"[5, 4, 3]",-3861.86693117475,0.4498033504205523,18933.0
151961,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[1, 2, 2]",-502.2310534614839,0.675923548328683,18984.0
151974,10,10,10,10,9,6.0,7.0,7.0,True,9.0,"[7, 7, 2]",-731.9307605018,0.33490587497908564,19088.0
152023,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-679.7650506514375,0.4228503750027812,19140.0
152110,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[5, 5, 5]",-5230.82555337413,0.8959393480836297,19222.0
1522489,14,14,14,14,13,5.0,6.0,9.0,True,13.0,"[8, 8, 3]",-2231.471018730075,0.7093955746313441,19353.0
1522731,15,15,15,15,14,5.0,9.0,12.0,True,14.0,"[9, 9, 5]",-1942.352293779825,0.6895284750498831,1934214.0
1522922,11,11,11,11,10,6.0,6.0,7.0,True,10.0,"[6, 6, 3]",-1445.8461978415,0.8464649167763127,19573.0
152299,12,12,12,12,11,7.0,7.0,9.0,True,11.0,"[6, 6, 5]",-2263.9250901955,0.8583192779951787,19704.0
1523826,8,8,8,8,7,2.0,2.0,3.0,True,7.0,"[2, 2, 3]",-1478.2425631241563,0.593152812371045,19837.0
1526570,16,16,16,16,15,5.0,9.0,13.0,True,15.0,"[11, 11, 4]",-608.493259775975,0.9527454499220767,20075.0
1527090,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[4, 4, 2]",-886.9289722723125,0.6900908750822055,20148.0
1527588,16,16,16,16,15,9.0,10.0,13.0,True,15.0,"[7, 4, 5]",-735.4479543145,0.5912200750799457,20317.0
1527864,11,11,11,11,10,6.0,6.0,8.0,True,10.0,"[6, 6, 4]",-480.3111448337833,0.8376740166795571,20436.0
152860,13,13,13,13,12,7.0,8.0,10.0,True,12.0,"[2, 7, 4]",-836.4730844176875,0.2864004374032447,20572.0
152861,10,10,10,10,9,3.0,5.0,7.0,True,9.0,"[7, 7, 2]",-672.53149500939,0.7702839999410571,20690.0
152891,8,8,8,8,7,2.0,4.0,5.0,True,7.0,"[3, 3, 2]",-303.37569658125,0.0621758300098918,20772.0
1528915,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[3, 3, 2]",-852.8438874664688,0.44513328123230167,20865.0
152893,8,8,8,8,7,3.0,4.0,5.0,True,7.0,"[3, 3, 2]",-283.73835844413003,0.12557236993870902,20960.0
15307,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-1022.040595581182,0.5648357273457805,21016.0
15308,7,7,7,7,6,1.0,1.0,2.0,True,6.0,"[3, 3, 3]",-1079.48139785105,0.8464192001156334,21067.0
15313,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 3, 3]",-972.9727998778125,0.7512540313427962,21143.0
1531812,9,9,9,9,8,2.0,2.0,4.0,True,8.0,"[5, 5, 5]",-1013.4603334526668,0.39407816655057104,21214.0
153222,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-711.6576391443637,0.044706500034408236,21255.0
153289,18,18,18,18,17,7.0,11.0,12.0,True,17.0,"[3, 8, 4]",-76.3091849437125,0.1858147687556766,21415.0
153290,17,17,17,17,16,9.0,11.0,14.0,True,16.0,"[5, 8, 4]",-96.94827101985834,0.3266145250080399,21850.0
153291,33,33,33,33,32,17.0,17.0,21.0,True,32.0,"[6, 12, 6]",-137.3478488722,0.9002546999852257,22109.0
1533994,11,11,11,11,10,3.0,4.0,8.0,True,10.0,"[6, 6, 4]",-2537.5249997074166,0.6932945002517954,22321.0
153682,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[3, 2, 2]",-260.79200241764,0.7692859149983633,22393.0
1537053,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-902.5214995422501,0.012759931678374414,22448.0
153706,8,8,8,8,7,2.0,3.0,5.0,True,7.0,"[3, 3, 2]",-1349.8815698485832,0.7765449722683115,22531.0
1538012,7,7,7,7,6,3.0,4.0,4.0,True,6.0,"[2, 3, 2]",-1155.091944195139,0.7616856944423489,22717.0
1538057,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[4, 4, 4]",-944.9762910307143,0.8886800715117715,22785.0
1538059,14,14,14,14,13,5.0,6.0,9.0,True,13.0,"[7, 7, 4]",-2455.552455229075,0.8654387752358161,22912.0
153813,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-849.4003109358637,0.020199636423967604,22957.0
153818,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-739.6884188475454,0.043834818143295706,23009.0
153819,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-768.3868188883182,0.0381879090127768,23063.0
1538591,11,11,11,11,10,5.0,6.0,8.0,True,10.0,"[6, 6, 4]",-1099.90180401075,0.5921827500969812,23187.0
1538725,12,12,12,12,11,6.0,7.0,8.0,True,11.0,"[7, 7, 3]",-2042.204159504225,0.48145860000659013,23333.0
1538908,16,16,16,16,15,9.0,10.0,12.0,True,15.0,"[9, 9, 5]",-958.060489157,0.7568183000330464,23535.0
