source_db_id,n_workchains,n_finished,n_finished_ok,n_finished_with_energy,max_submitted_kindex,medium_kindex,well_kindex,ultra_kindex,ultra_converged,max_finished_kindex,ultra_k_mesh,ultra_energy_per_atom,ultra_oscillation_meV_per_atom,ultra_pk
S1701748,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 1]",-715.9075166743078,0.3601348716983921,1134598.0
S1701752,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-760.4971418047083,0.22856770829093875,1134753.0
S1701755,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 1]",-299.2653380481905,0.560600071423778,1134816.0
S1701763,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[3, 3, 2]",-523.7828068572084,0.6774175833470508,1134941.0
S1701764,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 1]",-487.72821314466665,0.14066291663539232,1135041.0
S1701766,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 1, 2]",-1010.7612735226459,0.07141591663639701,1135100.0
S1701773,9,9,9,9,8,4.0,5.0,6.0,True,8.0,"[5, 5, 3]",-2161.5455671381665,0.7411465003315243,1135224.0
S1701780,7,7,7,7,6,4.0,4.0,4.0,True,6.0,"[2, 3, 2]",-1425.3848765271111,0.4358417777439172,1135324.0
S1701785,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-737.867323299,0.5407317917160981,1135396.0
S1701787,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-783.6882163261428,0.5998376071829625,1135450.0
S1701796,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-235.33338158249498,0.7945261900204059,1135512.0
S1701824,9,9,9,9,8,1.0,2.0,4.0,True,8.0,"[4, 4, 2]",-1572.567641226346,0.2697562306366308,1135717.0
S1701825,9,9,9,9,8,2.0,2.0,4.0,True,8.0,"[4, 4, 2]",-1634.666762965077,0.3691542308388307,1135832.0
S1701865,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 1]",-1045.27379571895,0.8023089501421055,1136251.0
S1701892,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 2, 2]",-1024.5833734626112,0.07190127757894516,1136317.0
S1701894,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1278.5747116013333,0.23580888887408946,1136368.0
S1701922,10,10,10,10,9,5.0,5.0,7.0,True,9.0,"[6, 6, 3]",-2597.0672414706664,0.47170533343887655,1136889.0
S1701923,10,10,10,10,9,4.0,5.0,6.0,True,9.0,"[6, 6, 2]",-2440.3513972798332,0.9164365833385091,1136977.0
S1701925,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[5, 5, 2]",-2414.6880063720832,0.7248127503771684,1137059.0
S1701961,9,9,9,9,8,4.0,4.0,6.0,True,8.0,"[2, 5, 2]",-2474.965690236417,0.47493283318544854,1137158.0
S1701993,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-778.6308482289616,0.635498327028472,1137230.0
S1701996,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-809.6488942152223,0.09023640734540095,1137282.0
S1701997,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-767.2977580150741,0.051441888899717014,1137330.0
S1701998,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-773.4472609142222,0.05808218520542141,1137377.0
S1702005,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-444.28499399289285,0.20112925000148607,1137440.0
S1702048,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[3, 3, 2]",-642.7796919625,0.7686533124342532,1137515.0
S1702054,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[3, 3, 2]",-3522.2139561927224,0.49501616649649804,1137593.0
S1702081,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[1, 3, 2]",-548.6049351401817,0.5727886364184087,1137676.0
S1702106,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 2, 2]",-293.38852940588333,0.026806646644672583,1137743.0
S1702107,4,4,4,4,3,0.0,0.0,0.0,True,3.0,"[1, 1, 1]",-293.38513406190003,0.7712698165960319,1137813.0
S1702122,9,9,9,9,8,2.0,4.0,5.0,True,8.0,"[5, 5, 2]",-759.3749042502222,0.9580517777294517,1137912.0
S1702133,11,11,11,11,10,5.0,5.0,7.0,True,10.0,"[3, 3, 4]",-1034.7559046666,0.5136134500389744,1138046.0
S1702134,11,11,11,11,10,5.0,5.0,6.0,True,10.0,"[3, 3, 3]",-572.21883492985,0.9542781500613273,1138163.0
S1702137,10,10,10,10,9,6.0,6.0,7.0,True,9.0,"[3, 4, 3]",-2856.0780021176665,0.5718705829167448,1138277.0
S1702138,9,9,9,9,8,5.0,6.0,6.0,True,8.0,"[2, 5, 2]",-971.9380383746,0.9158287999753156,1138404.0
S1702140,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[3, 2, 2]",-873.3974077449285,0.45401742863759864,1138489.0
S1702141,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 1, 1]",-388.34037250475,0.4383494642752339,1138583.0
S1702145,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 3, 1]",-1641.7159994882813,0.385790687687404,1138712.0
S1702146,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 3, 1]",-1255.89049232025,0.49240925000049174,1138786.0
S1702147,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 3, 1]",-1640.2313870134287,0.8365577500626387,1138867.0
S1702160,14,14,14,14,13,5.0,7.0,9.0,True,13.0,"[3, 6, 3]",-2806.975031912083,0.8619196669314988,1139135.0
S1702161,10,10,10,10,9,4.0,5.0,7.0,True,9.0,"[3, 4, 3]",-2556.4149792428334,0.23651283390790923,1139264.0
S1702162,14,14,14,14,13,6.0,6.0,10.0,True,13.0,"[4, 6, 3]",-2941.431302673333,0.4949087501699978,1139445.0
S1702163,11,11,11,11,10,6.0,6.0,8.0,True,10.0,"[3, 5, 3]",-2993.7925527453335,0.7283756667675334,1139596.0
S1702164,11,11,11,11,10,4.0,7.0,8.0,True,10.0,"[3, 5, 3]",-2608.8128900825,0.32360958357458003,1139758.0
S1702174,10,10,10,10,9,4.0,4.0,7.0,True,9.0,"[5, 2, 3]",-1632.6150786430417,0.9337313749711029,1139902.0
S1702181,10,10,10,10,9,4.0,7.0,7.0,True,9.0,"[5, 2, 3]",-3498.1675382073336,0.7331857082135684,1140055.0
S1702186,11,11,11,11,10,7.0,7.0,8.0,True,10.0,"[2, 6, 3]",-2878.545508943611,0.8712722224117897,1140198.0
S1702187,20,20,20,20,19,10.0,12.0,16.0,True,19.0,"[6, 8, 5]",-2289.7253501984164,0.9896837500491529,1140411.0
S1702189,12,12,12,12,11,5.0,7.0,8.0,True,11.0,"[5, 5, 5]",-2799.8250202495,0.6276744998103823,1140537.0
S1702190,8,8,8,8,7,5.0,5.0,5.0,True,7.0,"[3, 3, 4]",-2867.0174520665,0.8510539996677835,1140674.0
S1702191,10,10,10,10,9,3.0,6.0,7.0,True,9.0,"[4, 4, 5]",-3036.8863437794503,0.4884361001131765,1140839.0
S1702192,9,9,9,9,8,5.0,5.0,6.0,True,8.0,"[4, 4, 4]",-2443.0815658724,0.9108679996643332,1140983.0
S1702217,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[2, 2, 2]",-1359.6772485021668,0.026737249754660297,1141075.0
S1702244,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 1]",-1281.4202615135625,0.5325300833192159,1141240.0
S1702264,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-864.0952318931667,0.10278677086716925,1141319.0
S1702265,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1862.6360984316668,0.7688317291467683,1141447.0
S1702266,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-1535.5289729722292,0.823195166503865,1141530.0
S1702267,8,8,8,8,7,1.0,2.0,5.0,True,7.0,"[4, 4, 3]",-2534.1998384385415,0.4908381247332727,1141707.0
S1702275,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-902.5215803517046,0.012514727131929249,1141774.0
S1702276,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-893.4483133228863,0.1406864546424913,1141847.0
S1702284,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-570.95825236986,0.5379994599934435,1141911.0
S1702286,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 1]",-603.0614723665938,0.40606468746773317,1141984.0
S1702292,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-781.81973806355,0.10681994990591193,1142067.0
S1702300,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-713.6171215526539,0.35922219228723407,1142133.0
S1702314,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 1]",-821.6917047916667,0.26551705559541006,1142217.0
S1702341,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-2174.8828210333213,0.02149228612324805,1142269.0
S1702343,6,6,6,6,5,0.0,1.0,3.0,True,5.0,"[2, 2, 2]",-450.8272412703809,0.42905519046598783,1142350.0
S1702350,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-334.7983772693889,0.024156833262622968,1142420.0
S1702351,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[4, 4, 2]",-461.6078625103,0.13038252501473835,1142533.0
S1702352,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[4, 4, 2]",-609.0450064035833,0.2435480834037662,1142618.0
S1702353,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[4, 4, 2]",-457.109088159075,0.15298425000764837,1142720.0
S1702359,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[3, 3, 2]",-262.474150348375,0.6305890124735924,1142817.0
S1702377,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-689.5592324418334,0.5528139998887127,1142935.0
S1702380,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[1, 2, 4]",-574.4523383168236,0.21094014709888143,1143036.0
S1702401,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1877.879689293625,0.24998918752316968,1143113.0
S1702404,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-1373.4940064027498,0.4395919584112562,1143233.0
S1702410,5,5,5,5,4,1.0,1.0,1.0,True,4.0,"[2, 2, 1]",-519.7880331715937,0.9885088437613376,1143331.0
S1702414,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-500.26925367532147,0.1381118570975559,1143416.0
S1702451,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[3, 3, 2]",-824.9068789612083,0.04413139981807035,1143517.0
S1702459,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[1, 1, 2]",-478.57361062828124,0.3600412187552138,1143596.0
S1702468,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 3]",-488.1832134249062,0.04543837502524184,1143713.0
S1702475,4,4,4,4,3,0.0,1.0,1.0,True,3.0,"[2, 2, 2]",-2116.0318069331784,0.0231146427722706,1143776.0
S1702477,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-2038.7861711397143,0.01817664292502741,1143837.0
S1702483,13,13,13,13,12,6.0,8.0,10.0,True,12.0,"[5, 5, 7]",-1955.7769633827272,0.3995498184394819,1143984.0
S1702484,13,13,13,13,12,6.0,8.0,10.0,True,12.0,"[5, 5, 7]",-2935.2324645353638,0.5305534541548695,1144117.0
S1702486,13,13,13,13,12,5.0,8.0,10.0,True,12.0,"[5, 5, 7]",-2873.231600701273,0.7074843638292805,1144385.0
S1702490,9,9,9,9,8,2.0,3.0,4.0,True,8.0,"[3, 3, 3]",-3447.8531414614285,0.2915219042733952,1144490.0
S1702491,9,9,9,9,8,1.0,1.0,4.0,True,8.0,"[3, 3, 3]",-3475.8543940383333,0.6588516662304755,1144620.0
S1702532,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[1, 2, 2]",-1973.3627419967813,0.5684334373654565,1144739.0
S1702542,17,17,16,16,16,7.0,7.0,11.0,True,16.0,"[8, 8, 5]",-1954.6324545934167,0.7372925001618569,1144927.0
S1702543,11,11,11,11,10,3.0,6.0,8.0,True,10.0,"[6, 6, 4]",-2082.99269421225,0.9139301250797871,1145106.0
S1702544,17,17,17,17,16,8.0,11.0,14.0,True,16.0,"[10, 10, 6]",-2053.7654257935,0.9190217501782172,1145301.0
S1702545,17,17,17,17,16,8.0,11.0,14.0,True,16.0,"[10, 10, 6]",-2168.358469926375,0.4817307503799384,1145475.0
S1702546,17,17,17,17,16,6.0,12.0,13.0,True,16.0,"[5, 7, 4]",-2096.5106947035,0.7006927498878213,1145647.0
S1702547,13,13,13,13,12,4.0,6.0,10.0,True,12.0,"[3, 3, 9]",-2193.4846932199443,0.6049641110621451,1145802.0
S1702552,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 1, 2]",-1732.9220806235714,0.04628076180779317,1146062.0
S1702553,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 1, 2]",-1723.422356266619,0.078876976203901,1146143.0
S1702578,11,11,11,11,10,6.0,6.0,8.0,True,10.0,"[8, 8, 2]",-2327.0342939036364,0.23891427281341748,1146250.0
S1702580,11,11,11,11,10,5.0,6.0,8.0,True,10.0,"[8, 8, 2]",-2399.931801397625,0.4493850001381361,1146431.0
S1702582,10,10,10,10,9,5.0,5.0,7.0,True,9.0,"[8, 8, 1]",-2285.3785841118215,0.33301282155662193,1146587.0
S1702584,9,9,9,9,8,3.0,5.0,6.0,True,8.0,"[2, 2, 6]",-1688.8412444889334,0.825615666599333,1146800.0
S1702589,12,12,12,12,11,4.0,6.0,9.0,True,11.0,"[8, 8, 3]",-514.1085360162813,0.5430623938309509,1146919.0
S1702590,13,13,13,13,12,4.0,6.0,9.0,True,12.0,"[7, 2, 3]",-489.966400384125,0.5797734062298332,1147034.0
S1702591,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[3, 3, 3]",-578.2272199134286,0.6263809285655952,1147109.0
S1702593,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[3, 3, 3]",-610.7093611562501,0.414740785572576,1147271.0
S1702606,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-1129.3361388461,0.09940730001289921,1147415.0
S1702632,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[4, 4, 3]",-643.5354338477,0.6377699500035305,1147523.0
S1702644,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[3, 1, 2]",-331.91601713694376,0.03134349998390462,1147637.0
S1702647,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-590.21264179265,0.48826479996932903,1147703.0
S1702648,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 2]",-582.1437264164,0.6367931999875509,1147777.0
S1702657,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-603.047607226413,0.17812219573443144,1147908.0
S1702661,10,10,10,10,9,4.0,5.0,7.0,True,9.0,"[3, 4, 3]",-409.92730768176665,0.4372983583493806,1148132.0
S1702665,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 1]",-911.8999373938182,0.4396026819222243,1148222.0
S1702668,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 1, 2]",-601.1250348487083,0.24981633328025055,1148335.0
S1702671,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[1, 2, 1]",-379.25500915185415,0.18264731244244103,1148396.0
S1702675,4,4,4,4,3,0.0,0.0,1.0,True,3.0,"[1, 1, 2]",-540.6713269899375,0.8988634999695932,1148479.0
S1702678,8,8,8,8,7,2.0,3.0,5.0,True,7.0,"[3, 3, 2]",-3043.69492539175,0.7648506248187914,1148592.0
S1702695,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 2, 3]",-681.451650120381,0.10901319035383494,1148718.0
S1702699,16,16,16,16,15,8.0,8.0,12.0,True,15.0,"[3, 9, 3]",-3399.8601597846664,0.6835163335381367,1149088.0
S1702704,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 1, 2]",-1218.527851275841,0.2616805454636051,1149155.0
S1702711,9,9,9,9,8,5.0,5.0,6.0,True,8.0,"[2, 5, 2]",-2335.9313890500002,0.7468812996194174,1149313.0
S1702715,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[3, 3, 2]",-1209.8754925505,0.09682750010142627,1149436.0
S1702721,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 1, 2]",-706.7386131723056,0.06725572222876508,1149533.0
S1702729,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1304.8269828999446,0.8456714442672819,1149663.0
S1702739,6,6,6,6,5,1.0,2.0,3.0,True,5.0,"[2, 2, 2]",-1947.4592832400624,0.16259246876870748,1149735.0
S1702740,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[2, 2, 2]",-222.85766041659286,0.18445543926759456,1149836.0
S1702741,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[2, 2, 2]",-240.16463875431427,0.28394663215181026,1149943.0
S1702743,5,5,5,5,4,0.0,1.0,2.0,True,4.0,"[2, 1, 2]",-595.3363465174999,0.5548493822971068,1150037.0
S1702754,6,6,6,6,5,1.0,2.0,3.0,True,5.0,"[2, 2, 2]",-669.213450654625,0.010247875025015674,1150145.0
S1702755,8,8,8,8,7,2.0,2.0,5.0,True,7.0,"[3, 2, 3]",-906.0151614042187,0.8103194375053135,1150283.0
S1702756,8,8,8,8,7,2.0,2.0,5.0,True,7.0,"[3, 3, 2]",-896.56587317275,0.7853348124626791,1150404.0
S1702758,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-387.99580741317857,0.7465978214327151,1150493.0
S1702761,7,7,7,7,6,2.0,4.0,4.0,True,6.0,"[3, 2, 2]",-536.7909053503801,0.4297191799196298,1150603.0
S1702762,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[3, 2, 2]",-520.72191794059,0.26713946999734617,1150695.0
S1702779,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[2, 2, 2]",-435.93230273575,0.30674300001010124,1150795.0
S1702782,9,9,9,9,8,1.0,3.0,4.0,True,8.0,"[2, 3, 2]",-429.28912201205554,0.19857513888155154,1150895.0
S1702783,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[2, 3, 2]",-1327.3974196093054,0.7468566111583641,1151050.0
S1702784,9,9,9,9,8,1.0,3.0,4.0,True,8.0,"[2, 3, 2]",-686.1479517870555,0.1940123611348099,1151188.0
S1702786,7,7,7,7,6,4.0,4.0,4.0,True,6.0,"[2, 2, 3]",-1105.29403698,0.7580063331715792,1151421.0
S1702793,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[1, 1, 2]",-947.9829343344285,0.3753300001108073,1151466.0
S1702798,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[3, 2, 1]",-908.4849236636001,0.4578790000095978,1151549.0
S1702799,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-299.16451450015217,0.026421586994729296,1151639.0
S1702816,7,7,7,7,6,3.0,4.0,4.0,True,6.0,"[3, 2, 2]",-961.5717067422083,0.4469972084280016,1151974.0
S1702833,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[2, 2, 3]",-1730.545752387125,0.23832522492739372,1152088.0
S1702837,5,5,5,5,4,0.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1922.8179681582333,0.19590453348428127,1152164.0
S1702838,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 3]",-1390.2610043976667,0.02175508348045696,1152271.0
S1702846,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 3]",-2955.2510963718337,0.22744916714145802,1152349.0
S1702847,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 3]",-2938.6160191956665,0.43627258310152683,1152426.0
S1702855,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 2, 2]",-408.64138711941024,0.01272033335908418,1152506.0
S1702864,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 2]",-680.5007209788056,0.04638380551114096,1152587.0
S1702867,9,9,9,9,8,4.0,6.0,6.0,True,8.0,"[6, 6, 2]",-3390.1574712362003,0.9869153996078239,1152687.0
S1702869,7,7,7,7,6,2.0,4.0,4.0,True,6.0,"[3, 2, 2]",-866.4078908851153,0.060551653746188094,1152784.0
S1702871,7,7,7,7,6,2.0,3.0,4.0,True,6.0,"[3, 2, 2]",-2199.4450977146785,0.9760532498148677,1152870.0
S1702877,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[3, 3, 1]",-1924.3788894307709,0.7269164168519637,1152952.0
S1702878,8,8,8,8,7,3.0,4.0,4.0,True,7.0,"[3, 3, 1]",-242.31939727986665,0.20555615000716898,1153043.0
S1702880,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 1, 2]",-1975.6562698614998,0.441393675373547,1153115.0
S1702881,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[2, 3, 1]",-475.40131654333334,0.38078252771356347,1153207.0
S1702890,14,14,14,14,13,6.0,6.0,11.0,True,13.0,"[4, 4, 9]",-2303.79778779705,0.7145086001401069,1153406.0
S1702892,6,6,6,6,5,3.0,3.0,3.0,True,5.0,"[3, 3, 2]",-1462.508678500375,0.15709008334852115,1153507.0
S1702893,10,10,10,10,9,3.0,6.0,7.0,True,9.0,"[7, 7, 2]",-3657.816020342545,0.43588759035628755,1153659.0
S1702897,8,8,8,8,7,2.0,5.0,5.0,True,7.0,"[2, 3, 3]",-260.92443917560837,0.487467454149737,1153760.0
S1702898,8,8,8,8,7,5.0,5.0,5.0,True,7.0,"[2, 3, 3]",-932.1058416835417,0.7349208332243506,1153866.0
S1702901,7,7,7,7,6,4.0,4.0,4.0,True,6.0,"[2, 3, 2]",-717.9091107022692,0.6290220384244094,1153966.0
S1702902,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-751.3033571639091,0.4897367273315467,1154068.0
S1702906,11,11,11,11,10,3.0,3.0,8.0,True,10.0,"[7, 7, 3]",-2354.958510027857,0.3859779999402235,1154317.0
S1702907,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[4, 4, 2]",-2276.7803485895715,0.6416622854885645,1154395.0
S1702908,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[4, 4, 2]",-2253.082959814857,0.4590114285747404,1154524.0
S1702909,8,8,8,8,7,4.0,4.0,5.0,True,7.0,"[3, 3, 2]",-1403.3985027869376,0.4905447499368165,1154688.0
S1702910,10,10,10,10,9,2.0,2.0,4.0,True,9.0,"[3, 2, 2]",-2642.3367219238335,0.4809026390830695,1154793.0
S1702913,9,9,9,9,8,3.0,4.0,5.0,True,8.0,"[5, 5, 2]",-2594.2513996317275,0.6691551361655002,1154919.0
S1702920,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 3]",-1357.7297694727274,0.8541556817363016,1155018.0
S1702921,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-516.0163630892778,0.009552472192808636,1155119.0
S1702938,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1025.2689267914443,0.11653000001388136,1155195.0
S1702941,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-991.9713524255554,0.20082388903119863,1155276.0
S1702948,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-739.8694964332917,0.941936250001163,1155386.0
S1702950,15,15,15,15,14,5.0,6.0,9.0,True,14.0,"[4, 5, 3]",-3270.1078715485,0.7138135833884007,1155540.0
S1702952,9,9,9,9,8,4.0,5.0,6.0,True,8.0,"[3, 4, 2]",-1608.0586082095,0.45625406232829846,1155653.0
S1702958,6,6,6,6,5,1.0,2.0,3.0,True,5.0,"[2, 2, 2]",-722.9616094379643,0.16382278579385456,1155746.0
S1702960,5,5,5,5,4,1.0,2.0,2.0,True,4.0,"[2, 2, 2]",-671.0588314183636,0.09036627272962505,1155833.0
S1702966,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 2, 2]",-1857.5774312593157,0.2879131052395678,1155959.0
S1702970,9,9,9,9,8,2.0,3.0,6.0,True,8.0,"[7, 7, 7]",-1850.8624801767498,0.402805499788883,1156106.0
S1702971,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-767.2850980086786,0.08624614292784827,1156231.0
S1702981,9,9,9,9,8,3.0,4.0,4.0,True,8.0,"[4, 4, 2]",-2496.428143134909,0.7139624544834078,1156327.0
S1702984,5,5,5,5,4,0.0,0.0,2.0,True,4.0,"[2, 1, 2]",-369.97700843575,0.1173123999933523,1156436.0
S1702988,9,9,9,9,8,5.0,5.0,6.0,True,8.0,"[3, 2, 4]",-863.7150710143571,0.6724905714463603,1156564.0
S1702990,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[3, 3, 1]",-1427.7366512549168,0.9487770832947717,1156632.0
S1702992,6,6,6,6,5,2.0,2.0,3.0,True,5.0,"[2, 2, 2]",-838.9703483176785,0.6462690714670316,1156726.0
S1702995,7,7,7,7,6,3.0,3.0,4.0,True,6.0,"[2, 2, 3]",-1054.9052697358125,0.7100496250131982,1156802.0
S1703010,17,17,17,17,16,8.0,8.0,14.0,True,16.0,"[8, 8, 1]",-1680.4109965983437,0.7065528750445083,1156995.0
S1703011,9,9,9,9,8,3.0,6.0,6.0,True,8.0,"[4, 3, 2]",-2535.56714486875,0.1698947917248006,1157106.0
S1703012,14,14,14,14,13,9.0,9.0,11.0,True,13.0,"[4, 6, 4]",-2317.6568587076667,0.9434549997422437,1157282.0
S1703013,9,9,9,9,8,6.0,6.0,6.0,True,8.0,"[3, 4, 2]",-2398.15994044825,0.6959376664781303,1157392.0
S1703019,10,10,10,10,9,3.0,4.0,7.0,True,9.0,"[4, 4, 5]",-2408.2973542745626,0.23138940650824225,1157525.0
S1703041,11,11,11,11,10,6.0,7.0,8.0,True,10.0,"[6, 6, 4]",-1999.4799031436667,0.8812978335299704,1157778.0
S1703066,7,7,7,7,6,2.0,2.0,4.0,True,6.0,"[3, 2, 2]",-1148.1058110510357,0.14082482130106655,1157890.0
S1703071,7,7,7,7,6,3.0,4.0,4.0,True,6.0,"[4, 4, 2]",-567.918991731575,0.2842891124146263,1158397.0
S1703072,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-668.296167642909,0.382074181857206,1158445.0
S1703074,6,6,6,6,5,2.0,3.0,3.0,True,5.0,"[2, 1, 3]",-343.77649797791,0.5937223849628026,1158510.0
S1703078,6,6,6,6,5,1.0,1.0,3.0,True,5.0,"[3, 3, 2]",-2337.8680248954547,0.2390113181718334,1158580.0
S1703079,5,5,5,5,4,1.0,1.0,2.0,True,4.0,"[2, 2, 2]",-354.3892659461,0.7372268909193735,1158654.0
S1703081,5,5,5,5,4,2.0,2.0,2.0,True,4.0,"[2, 1, 2]",-409.76194696025,0.3409691364026912,1158732.0
S1703085,4,4,4,4,3,1.0,1.0,1.0,True,3.0,"[2, 2, 1]",-372.7271923352727,0.7328045500116787,1158809.0
